Text,Sentiment
Tax-free bonds are still the best bet for investors,1
TCS continues to remain most favoured pick: Sudip Bandyopadhyay,1
Telcos surge as brokerages turn bullish post spectrum auction,1
Telecom shares gain after government relaxes FDI cap rules,1
Thomas Cook buys 61.44 lakh shares of Sterling Holiday,1
"Thriving in crisis: Gold may glitter at Rs 20,000",1
Trust equities this Samvat! Wealth creating opportunities available now,1
Twitter shares spike as 4Q results fly above expectations,1
Uco Bank reports four-fold rise in Q2 net profit,1
Uflex Q2 Net up 19% to Rs 77.74 crore,1
Uflex Q3 profit jumps 47.22% to Rs 53 crore,1
Uflex shares rally nearly 9% post good Q2 show,1
Ultratech Cement shares jump nearly 6% post strong earnings,1
Uninor posts profit on one-time adjustment in licence fee,1
"United Breweries: Input costs, TN show key to profitability",1
"Upbeat earnings lift European shares, China still a drag",1
US stocks: S&P hits record; focus shifts to payrolls,1
"USFDA glare, high valuations trigger correction in pharma stocks",1
Venus Remedies Ltd rallies on strategic tie-up with Teva,1
Venus Remedies rallies on getting marketing approval in Switzerland,1
Viceroy Hotels rallies over 9% on stake sale reports,1
VIP Industries shares spike post stellar Q2 earnings show,1
Vistaar Finance raises Rs 160 crore in fresh funding,1
"Wall Street bounces back, still off for the week",1
Whirlpool shares at 52-week high on smart Q1 earnings,1
Wipro Q2 profit up 9.7 per cent; lags forecast,1
"Wipro Q4 PAT at Rs 2,227 crore, beats estimates",1
Wipro rallies on winning 10-year outsourcing engagement with ATCO,1
Won leads Asia FX rebounds after US jobs data,1
Yes Bank reports yet another quarter of stellar performance,1
Yuan gains but China warns it won't fix economy,1
Yuan strengthens for sixth day despite flat midpoint fix,1
Zensar Q4 Net jumps 41.3% to Rs 55.25 crore,1
"Zinc futures rise 0.29% on global cues, spot demand",1
160-165 level to watch out for in Eros: Deepak Mohoni,1
5 Pharma stocks that propelled BSE Healthcare to lifetime high,1
650-660 levels likely for RIL in near term: Rajat Bose,1
7000 plus levels on Nifty possible going ahead: Mitesh Thacker,1
ACC's October-December net profit rises 9.74% to Rs 276 crore,1
Adani Group stocks surge on strong volume in pre-budget rally,1
Airline stocks take off on cut in jet fuel prices,1
Ajanta Pharma shares surge 8.5 per cent on robust earnings,1
Allahabad Bank Q4 profit up 15% to Rs 257.6 crore,1
Allowing foreign investment in stock markets helped economy :Eswar Prasad,1
"Analysts stay bullish on Wipro post results, raise target price",1
"Another 100-150 correction on Nifty is possible: Ashwani Gujral, Ashwanigujral.com",1
Any declines on Indiabulls Finserv a buying opportunity: Rajat Bose,1
Apar Industries set to gain from revival in power sector,1
APL Apollo Q2 net up 49pc at Rs 12 crore,1
Apollo Tyres Q1 net rises 37.36% to Rs 227.94 crore,1
ArcelorMittal's best day in 3 years on Citi double upgrade,1
Arvind Q1 net profit increases twofold to Rs 67.62 crore,1
Atul Auto strikes big with dream run in smaller cities,1
Atul Ltd Q1 Net up 8% at Rs 40.45 crore,1
Augmenting product portfolio to help Kabra Extrusiontechnik gain market share,1
Aurobindo Pharma can be bought for long term: Ashwani Gujral,1
Aurobindo Pharmas Q3 numbers may surprise market on upside: Sharekhan,1
"Australia shares set for a strong start, tracking Wall Street",1
Automotive Stampings to raise Rs 29 cr via rights issue,1
Balaji Amines Q1 net rises 9.4% to Rs 9.31 crore,1
Balrampur Chini Q3 net profit sweeter by 40 per cent,1
"Bank Nifty recovering, pull back in the market: Ashwani Gujral",1
"Berger Paints gains 8% on robust Q1 results, expansion plans",1
Berger Paints Q1 net up 17% at Rs 57.46 crore,1
Best performing stocks of 2015: Lupin shone through pharma headwinds,1
BG Group's shares soar more than 40% on Shell deal,1
BGR Energy Systems reports 100 per cent growth on PAT,1
Bharat Forge Q3 Net jumps two-fold to Rs 196.34 crore,1
Bharat Forge's Q3 net soars 98% to Rs 94 crore,1
BHPV turnover jumps 56% at Rs 244 crore in FY13,1
"Binani Cement settles 3 pc higher, Binani Ind hit upper-limit",1
BlackRock ETF funds draw record $102.8 billion in new money,1
BNP Paribas to buy Belgian government stake in Fortis unit,1
"BofA-ML sees 20% upside potential in Infosys, upgrades to buy",1
Brent recovers above $85 after biggest fall in three years,1
Broader market stocks that can rally 20% in short term,1
BSNL reports operating profit of Rs 672 crore for FY15,1
BT/ST SBI with a target of Rs 2560: Mitesh Thacker,1
"Bullish on Reliance Communications: Aviral Gupta, Fund Manager, Indian Equities",1
"Bullish on TCS in the IT sector: Pankaj Pandey, ICICIdirect.com",1
"Cabinet approves IPO of Cochin Shipyard, to sell 10% stake",1
Cadila gains; Credit Suisse cites price hike in key drug,1
Camlin Fine surges 11% on US based DuPont takeover talks,1
Carborundum Universal Q3 Net up 87.3% at Rs 11.22 crore,1
CARE Ratings rises up to 4.1% after CLSA buys stake,1
CARE spurts 5% on MoU with Japan-based credit rating company,1
Ceat Q3 net profit surges three-fold to Rs 67 crore,1
Chemical company BASF India Q1 net profit up by 36%,1
Chilli futures up by 0.31 per cent on rising demand,1
"China stocks, after wild ride, reverse course and close higher",1
China yuan rises despite daily midpoint fix at 3-month low,1
Chinese stocks hit fresh 7-year high despite rush of IPOs,1
"City Union Bank networth crosses Rs 1,000 cr in FY-11",1
CNX IT likely to head towards 11750-11800 levels: Mitesh Thacker,1
"Coal India, buy on dips: Deven Choksey, KR Choksey Securities",1
Companies to see ratings upgrade in next 8-12 months: Moody's,0
Consider Mahindra Satyam for short and medium term: Deepak Mohoni,1
Coriander futures rise 0.67 per cent on pick-up in demand,1
Corp Bank Q2 net jumps 10-fold to Rs 160 crore,1
Corporation Bank Q3 net rises 16% to Rs 147 crore,1
Crompton Greaves can go up to 136-144 levels: Mitesh Thacker,1
"Cyclical stocks come full circle, ride high on earnings upgrades",1
DB Corp Q3 profit jumps 33.75% to Rs 94.46 crore,1
DCB Bank shares bounce back as lender revises expansion plan,1
DCM Shriram Q4 net marginally up at Rs 82.80 crore,1
"Deal with Adidas will benefit Lovable: Phani Shekhar, Angel Broking",1
Delta Corp sells Kenyan foray for $23 mn; stock up,1
"Demand recovery on anvil, to drive capital expenditure takeoff, markets",1
Dena Bank surges 5% as board approves raising of funds,1
Dhanlaxmi Bank surges to upper limit on Kotak takeover report,1
Dish TV is a very good stock: Networth Stock Broking,1
Dishman Pharma shares soar over 13% on robust Q1 results,1
Dozen of sugar stocks hit 52-week highs on improving outlook,1
Early Diwali on Dalal Street? Sensex rallies over 400 points,1
ECB stimulus flows may help RBI to build forex reserves,0
Edelweiss Financial Services shares surge as subsidiary gets FIPB nod,1
Edelweiss is a good bet in broking stocks: Nitin Raheja,1
Educomp extends gain; stock up 10% on debt restructuring plans,1
Egypt unrest may fuel rally in oil & gas stocks,1
Emkay maintains 'buy' on IRB Infrastructure post service tax order,1
"EPFO subscribes to SBIs entire Rs 2,000 crore bond issue",1
Eros is planning to delist its Indian subsidiary? Stock surges,1
Even a minor price hike can power up Adani Power,1
Exide Industries' focus on profitability makes it an attractive stock,1
Exide is a good long term investment stock: Deepak Mohoni,1
"Exit poll effect: Nifty scales past 7,150; Sensex scales 24,000",1
FACT rallies over 7% on Rs 900 crore revival plan,1
Fag-end buying in select bluechips lifts Sensex by 53 points,1
FDC jumps over 12% after multiple block deals on BSE,1
FDI row: Leading retail stocks make gains despite govt move,1
Firstsource Solutions spurts over 12% as Rakesh Jhunjhunwala buys stake,1
Fitch upgrades Tata Steel outlook to stable after two years,1
Force Motors' promoters increase stake as row with Bajajs ends,1
Force Motors soars 4% post 65% jump in Q2 profits,1
"Force Motors, others surge on BSE revision of circuit limits",1
Foreign currency bonds by non-financial companies to hit a high',1
Forex gains drive Maruti Q1 net up 49 per cent,1
"GAIL, Petronet to buy in oil marketing stocks: Pankaj Pandey",1
"GAIL's prospects look very good: Ashit Suri, JV Capital Services",1
Gammon Infra approves Rs 200 cr rights issue; stock up,1
GCPL Q4 net profit zooms 73% to Rs 334.14 crore,1
Genpact Q1 net up 8.3 per cent at $50.6 million,1
GlaxoSmithkline Consumer Q3 net up 20.89% at Rs 96.41 crore,1
GlaxoSmithKline Pharma PAT seen up 16% at Rs 171 cr,1
GMR shares up as govt approves FDI in airport unit,1
Gold rises from eight-month low on Syria to physical purchases,1
Goodyear India Q4 profit grows 71% to Rs 27.60 crore,1
Government's decision on FDI positive for Indian economy: Ajay Bodke,1
Greaves Cotton Q1 net profit moves up to 31.76 cr,1
Greaves Cotton Q4 PAT up 12% at Rs 38.5 crore,1
Green bonds value may double to $100 billion in 2015,1
Groundnut oil now the most expensive cooking oil in India,1
GSK Pharma open offer begins today; stock hits 52-week high,1
Guargum prices rise in futures trade propelled by strong markets,1
"Gujarat Pipavav is a good buy: Parag Thakkar, HDFC Securities",1
Havells India Q1 PAT up 23% at Rs 87 crore,1
Havells India Q4 net up 5% at Rs 69.04 crore,1
HDFC likely to report 10% growth in Q3 net profit,1
Hindalco bags one more coal mine in auction; stk gains,1
Hindalco Q2 profit rises by 31% to Rs 103.27 crore,1
HMT shares zoom over 19% on pact with German firm,1
Hold HCL Tech and other IT stocks:  G Chokkalingam,0
Hopes of government spending post elections fire up infra stocks,1
Hot stock: Espirito Santo sees 85% upside in SKS Microfinance,1
HT Media rallies 7% as Jhunjhunwala buys 15 lakh shares,1
HUL set to surge as parent announces voluntary open offer,1
"IDBI Bank is a buy: Rohit Shinde, Nimbus Wealth Management",1
"Idea Q4 net profit beats estimates, jumps 90 per cent",1
IFC doubles global rupee bond plan on strong investor demand,1
IFC increases exposure limit in rupee bonds by $50 million,1
Ind Swift Laboratories Q3 loss narrows to Rs 12.37 crore,1
Ind Swift Laboratories up 13% on Piramal stake buy reports,1
Indo Rama Synthetics Q3 zooms manifold to Rs 97.38 crore,1
Intraday trades indicate markets likely to bounce back: Mitesh Thacker,1
"Investors lap up SBI bonds again, issue subscribed three times",1
Iran deal fires Sensex 388 points: How it benefits India,1
IRB Infras subsidiary ties-up for Rs 831 cr debt;stk up,1
IT stocks to benefit in the short term: Mitesh Thacker,1
Jagran Prakashan Q1 profit jumps 16.89% to Rs 57.76 cr,1
Jagran Prakashan Q2 net up 10% at Rs 55.50 cr,1
Jagran Prakashan rallies as Q1 net profit jumps over three-fold,1
Jammu & Kashmir Bank Q2 profit rises by 22 pc,1
"Japan shares hit 15 year high, BOJ stays the course",1
Jaypee Infra Q4 net grows 7-fold to Rs 96 crore,1
Jaypee Sports International merger with Jaiprakash Associates gets NSE nod,1
"Jaypee, Reliance Group stocks in focus ahead of UP results",1
Jeera futures rise 1.70 per cent on pick-up in demand,1
Jewellery stocks rally about 14% as gold prices fall sharply,1
JSW Energy Q2 net up 54% at Rs 492 crore,1
JSW Energy to be included in Nifty Midcap 50 index,1
Just Dial jumps as board approves hike in FII limit,1
Jyothy Laboratories Q3 net up 19.95% at Rs 26.45 crore,1
Kajaria Ceramics Q3 profit up 17.79% to Rs 29.39 cr,1
Kesoram Industries Q3 net loss narrows at Rs 88 crore,1
Kingfisher at year-high on report of Wilbur Ross investment plan,1
"Kotak Mahindra Bank can be bought: Ashwani Gujral, Market Strategist",1
Laxmi Shivanand Mankekar buys 6.50 lakh shares of Financial Technologies,1
Liberty Shoes logs 20 pc rise in June quarter Net,1
"LIC buys 4.66% stake in BHEL for Rs 1,889 crore",1
"Like Tata Motors, despite capex plan overhang: Pankaj Pandey, ICICIdirect.com",1
Local cos eye AIM listing to gain from India craze,1
Looking at 15% growth for Nifty in FY15: Ajay Bodke,1
M&A buzz drawing interest to the pharma sector: Deven Choksey,1
M&M Q2 net profit rises 8% at Rs 758.49 cr,1
Macros stealing Modi thunder on D-Street? Sensex hits life high,1
"Maruti Suzuki Q2 net surges 42% to Rs 1,225 crore",1
Mastek rallies 20% in 3 days ahead of buyback proposal,1
McLeod Russel Q1 Net up 36% at Rs 26.21 cr,1
McNally Bharat posts 53% rise in Q3 rise net profit,1
Measures by Narendra Modi government that helped Nifty scale 8300,1
"Meghmani Organics a safe bet: Avinash Gorakshekar, Anagram Capital Ltd",1
Mentha oil futures up 0.55 per cent on strong demand,1
Mercator Lines' foray into coal business to boost future earnings,1
Mercator shares gain 60% in a month on restructuring talks,1
Merck Q1 net up 14 pc at Rs 14 cr,1
"MFSL makes stellar debut, opens 14 pc higher on BSE",1
Mid-cap stocks would be the outperformers despite steep valuations: Analysts,1
Midcaps likely to outperform market in coming weeks: Ashwani Gujral,1
Mindtree Q4 Net up 24.5 percent at Rs 98.2 crore,1
Mindtree's Q4 net up 14 pc at Rs 78.9 cr,1
"Momentum in markets looks upbeat: Anand Tandon, CEO, JRG Securities",1
Money finally flowing in to small midcap stocks: Dipan Mehta,1
Monsanto India Q1 net up 16% at Rs 56.24 crore,1
"Motilal Oswal, Edelweiss good bets in brokerage stocks: Avinnash Gorakssakar",1
"Mphasis continues rally post bright Q2 nos, change of directorate",1
"MTNL raises Rs 3,768.97 crore through bonds this fiscal: Government",1
Mundra Port Q3 net up 40% at Rs 228.46 cr,1
Muthoot Capital Q2 net rises 15% to Rs 6 crore,1
Nalco Q2 net profit jumps manifold to Rs 179 crore,1
Nasdaq edges to record high to open busy earnings week,1
NBCC net profit up by 57 per cent in Q3,1
"Near-term pain, but outlook positive for IT stocks: Anand Tandon",1
Nectar Life Q4 up 19.53 pc to Rs 31.82 cr,1
NHPC shares surge nearly 3% as September quarter net jumps,1
"Nickel jumps nearly 5 per cent, copper hits 2-month top",1
Nifty hits lifetime high of 7809.20; top 20 trading ideas,1
Nifty likely to touch 7750 on the upside: Mitesh Thacker,1
"Nikkei rises on Federal Reserve view, industrial data, GPIF news",1
"NMDC Q1 Net up nearly 6% at Rs 1,906 crore",1
"NMDC Q2 net up 81 pc at Rs 1,518 crore",1
"Now, silver is worth its weight in gold and more",1
Nucleus Software's Q3 Net soars 90% at Rs 23.38 cr,1
OBC Q3 net up 15 pc to Rs 289.43 cr,1
OIS rates surge to highest in nearly 3-months after CPI,1
"OMCs may cut petrol, diesel price in November; stocks gain",1
"On day of Bajrangi Bhaijaan release, Eros International shares rally",1
OnMobile Q1 Net soars 48 pc to Rs 14.06 cr,1
"Opportunities abundant in pharma space: Kunj Bansal, Centrum Wealth Management",0
Optimistic on the acquisitions made by Aurobindo Pharma: Mayuresh Joshi,1
Opto Circuits net profit at Rs 138 crore in Q1,1
"Overall strength in the market is visible: Hemang Jani, Sharekhan",0
"Overseas bonds a better tool to salvage rupee, says Barclays",0
"Pace of corporate earnings growth strengthens, supports bullish market sentiment",1
Parsvnath raises Rs 270 cr through QIP to fund projects,1
Petronet LNG remains a good long-term bet despite short-term headwinds,1
Pick of the week: KEC International a good long-term bet,1
Pick-up in India demand to pump up Tata Steel profits,1
"Platinum extends gains to 5th day, palladium near 3-year top",1
Platinum hits 2-month high as strikers block South African mines,1
P-Notes investment rises to Rs 1.84 lakh crore in October,1
Pound extends gains into third day on better housing data,1
"Prices of agricultural commodities, kharif crops expected to rise 14%",1
Prime Focus rallies over 5% on acquisition reports of DAX,1
"Promoters have full faith, Jaiprakash Associates says, warding off rumours",1
Provogue India Q3 net up 7.31% at Rs 9.68 cr,1
Prudential Management's holding in Mahindra goes up to 11.4 pc,1
Pullback in Nifty has come to an end: Mitesh Thacker,0
"Quality stocks will lead the rally: Vijai Mantri, Pramerica MF",0
Rail stocks gather momentum as Suresh Prabhu tables Railway Budget,1
Ranbaxy Laboratories posts a better-than-expected net profit; stock up 4.5%,1
Rashtriya Ispat Nigam Ltd posts 25% growth in FY14 turnover,1
"Rate-sensitive stocks could do well post elections: Jyotivardhan Jaipuria, BofA-ML",0
Rate-sensitives trade cautiously ahead of RBI meet; IB Realty surges,1
Reforms push will hold good for the markets: Dhiraj Sachdev,0
Revival of the hydropower sector to bode well for NHPC,1
Right time to build long positions on Nifty: Ashwani Gujral,1
Ruchi Soya Q3 Net up 33.35% at Rs 36.54 crore,1
"Rupee recovers by 21 paise, trades at 61.28 against dollar",1
S K Nationwide's profit soars 44.5% to Rs 33.09 cr,1
SAIL Q4 profit marginally up 1.35% at Rs 452.58 crore,1
Saksoft surges over 15% on acquiring stake in ThreeSixty Logica,1
Sebi revokes capital market ban on Trendline and its founder,1
Sector-wide consolidation and improving fundamentals will boost Shoppers Stop's valuation,1
"See a Nifty upmove, but not overly long: Sandeep Wagle",0
Sensex can correct max by 5-10%; uptrend remains intact: Analysts,1
Sensex makes fresh life high; top 15 stocks in focus,1
Servalakshmi Paper debuts at over 3 pc premium on BSE,1
Shalimar Paints trims early gains; stock ends over 2% up,1
Shanthi Gears Q4 Net jumps 91.4% to Rs 3.67 crore,1
Shilpi Cable Technologies rallies as Q1 net profit jumps 55%,1
Shoppers Stop may raise upto Rs 350-cr through QIP route,1
"Shrinking discounts, volume growth to keep Maruti Suzuki on track",1
"SIB posts higher Q2 net, to focus on CASA funds",1
Silver moves up in futures trade on higher global trend,1
"Silver, gold jump on festival season demand, Asian market cues",1
Sinclairs Hotels Q1 net profit up at Rs 2.67 crore,1
Sintex Industries Q4 net up 23% to Rs 197.78 crore,1
Softer oil prices boost expectations of an earnings growth recovery,1
Sony shares hit 3-month high after Q1 profit beats estimates,1
Southeast Asian stocks rise; Indonesia rebounds ahead of rate decision,1
Southern Petrochemicals up 9.8% on HC nod for debt waiver,1
Spot demand lifts lead prices by 0.69% at futures trade,1
Srei Infra shares zoom 14% on BNP Paribas stake buying,1
Srei Infrastructure Finance shares rise over 5% on fund-raising buzz,1
SRF Q1 profit after tax doubles to Rs 44 crore,1
State-run iron ore miner NMDC now in Nifty 50 index,1
"Sugar output up 15%, cane arrears cross Rs 12k crore",1
Sundaram Finance Q1 Net jumps 22.3% to Rs 115.99 crore,1
Supreme Industries Q3 net up 38.67% at Rs 75.83 crore,1
"Surge in Bosch doesn't bewilder me: Ambareesh Baliga, Market Expert",1
Swaraj Engines share price surges as company announces 330% dividend,1
Symphony Q4 net up over 26% at Rs 32.73 crore,1
TajGVK Hotels & Resorts Q3 net up at 12.91 crore,1
Take Solutions net profit up 115.8% at Rs 69.99 crore,1
T-Bill rates spurt as investors link price to term repo,1
Tech Mahindra may turn positive after 580 levels: Mitesh Thacker,1
Thermax surges over 8 per cent on strong Q2 results,1
"Thin world markets rally may run longer, draw new cash",1
Tokyo stocks close up 2.11%; rides on upbeat China data,1
Trident Ltd Q3 shoots over 3-fold to Rs 50.9 crore,1
TV Today Network Q2 up 84% at Rs 24.31 crore,1
"Unity Infra could give a decent upside: Hemang Jani, Sharekhan",1
"Upside expected in the market, post-budget : KR Choksey Securities",1
Uptick in demand lifts turmeric futures by 1.44 per cent,1
Urad climbs by Rs 500 per quintal on tight supply,1
US stocks: Strong data stops the bleeding on Wall Street,1
USFDA reports no observations in Granules India plant; stock surges,1
Usha Martin gains 18 per cent on coal block wins,1
Ushdev International Q4 profit up 81% at Rs 57.58 crore,1
Vaswani Industries IPO over subscribed 3.87 times on final day,1
Venus Remedies get UK approval for cancer drug; stock up,1
"View on Reliance Industries remains bullish: Shardul Kulkarni, Angel Broking",1
VIP Industries Q1 Net up 16.52% at Rs 26.8 crore,1
Watch out for Infosys in the IT space: Dipan Mehta,1
Wealthy investors lap up NHAI's Rs 10k cr bond issue,1
"Wheat futures up 0.80 per cent on export, spot demand",1
When Sebi turned bullish on bringing back trust to markets!,1
Whirlpool Q1 net profit jumps 26% at Rs 64.55 crore,1
Why you should buy L&T at lows despite weak earnings,1
Wockhardt surges 12% as HP drug controller revokes drug suspension,1
World's biggest airport operator AENA jumps 20.7% in market debut,1
ZEEL Q3 up 44.48 per cent to Rs 308.61 crore,1
"Zinc futures up 0.55 pc on overseas cues, spot demand",1
100 days of Vishal Sikka: Infosys up at 16.12 per cent,1
155 stocks hit 52-week high as markets set new lifetime peaks,1
"22,214 is new closing high for Sensex: Top bets from experts",1
8K Miles Software net profit surges 60% to Rs 2.76 crore,1
Aanjaneya Lifecare Q1 Net up 68 pc at Rs 18.93 crore,1
"Agri stocks spike as Cabinet okays Rs 50,000-cr Krishi Sinchai Yojana",1
Ajanta Pharma Q4 net profit up 20% at Rs 84.31 crore,1
Allahabad Bank Q2 net profit up by over 20 per cent,1
"Alstom India, CMC gain as Sadananda Gowda presents Rail Budget 2014",1
Amara Raja Batteries Q1 net up 8% to Rs 106 crore,1
"Attractive opportunities in midcap space:  Arindam Ghosh, Blackridge Capital Advisors",1
Axis Bank is heading to levels closer to 1595: Prakash Gaba,1
Bajaj Auto Q1 PAT seen 2.4% up at Rs 735 crore,1
BEL available with decent valuation of about 15-16 times: Hemang Jani,1
Berger Paints Q4 Net up 26.34 pc at Rs 55.34 crore,1
Bharti Infratel hits 52-week high on tower deal with Reliance Jio,1
BHEL rallies on strong order book; rises 10% in two days,1
"Bhusan Steel surges 14% as asset sale fetches Rs 3,000 crore",1
Bhushan Steel looks good over medium to long term: Ashit Suri,1
"Bilcare signs $61 mn deal with United Drug, stock up 16%",1
"Bluestar: Low costs, rise in other income help post better profit",1
BofA Merrill Lynch bullish on energy sector as oil price steadies,1
Brokers say 'buy' even as Sobha Developers slips post Q1 results,1
"Bulls on the rampage, tailwinds take FMCG, pharma to fresh highs",1
Buy Cummins India with a target of Rs 950: Mitesh Thacker,1
Buy Glenmark Pharma with a target of Rs 834: Sandeep Wagle,1
BUY' Voltas Ltd with a target of Rs 365 :Ashwani Gujral,1
Buying opportunities may emerge in Asian oil and gas space: Macquarie,1
Calculus: New management's focus on earnings bodes well for Crompton Greaves,1
Can expect ICICI bank to scale up further : Rajat Bose,1
"Career Point is a great company: Avinash Gorakshekar, Anagram Capital Ltd",1
Cement sector has good scope for appreciation in long-term: Amisha Vora,1
Central Bank of India raises Rs 500 crore through bond offer,1
CERC order a new lease of life for Adani Power: CLSA,1
"CERC order likely to boost Tata Powers credit quality, says Moodys",1
Charting Technicals: Investors can expect a multi-year bull run in Wipro,1
Choppiness to reduce after Nifty goes past 8700 levels: Mitesh Thacker,1
City Union Bank gains 2% on strong response to share sale,1
City Union Bank Q4 Net rises 1% to Rs 83.34 crore,1
CMC FY13 net jumps 52 pc jump to Rs 230 crore,1
CMC's fourth-quarter profit rises 45.8 per cent to Rs 89.43 crore,1
"Coffee stocks in for some good times: Deepak Shenoy, Capital Mind",1
Cognizant Q1 revenue rises 20% to $2.42 billion; signals bullish outlook,1
Commexes turnover to cross Rs 112 lakh crore in 2010-11 fiscal,1
Cosmo Films Q1 net up 4 folds to Rs 18.42 crore,1
Dabur Q1 net up 13.33 per cent at Rs 210.81 cr,1
Dalal Street flummoxed as Mangalore Chemicals and Fertilisers shares defy gravity,1
DCM Shriram up over 2%; hits record high on land sale,1
"Debt funds look more attractive in the short term, say experts",1
"Demand pick-up, stable prices help Hexaware post Rs 42 crore net",1
Development Corporation Bank a unique player in MSME segment: Avinnash Gorakssakar,1
Dhanuka Agritech Q3 net profit up 82% at Rs 21.27 crore,1
Divis Labs Q3 net up 45.07 pc to Rs 98.42 cr,1
"Dollar sits tight near six-month high ahead of Fed meeting, data",1
Dr. Reddys could be very good long term investments: Deepak Mohoni,1
DSCL Q1 net jumps over three fold to Rs 114 crore,1
Dynamic bond funds a good bet in falling interest rate scenario,1
EIH Q4 profit up 35 per cent at Rs 36.44 crore,1
EIL shares surge over 6% as board to mull interim dividend,1
Elder Pharma Dec qtr net up 2.34% to Rs 15.73 cr,1
Elder Pharma Q4 net up 2.73 pc to Rs 17.27 cr,1
Emmbi Polyarns PAT up 46.65 per cent to Rs 2.56 crore,1
Engineers India Q4 net up 32.54 pc to Rs 165.57 cr,1
European operations puts Motherson Sumi overseas order book on fast track,1
Everonn Education net profit up near 49% at Rs 67.63 crore,1
Extremely positive on RIL; stock may see rerating:  Mayuresh Joshi,1
Federal Bank Q1 net profit rises 30% to Rs 190.35 crore,1
Financial Technologies rallies over 8% on signing technology contract with MCX,1
FIPB allows IndusInd Bank hike FII limit to 74%; stock rallies,1
Firstsource may appreciate between 40-80% in next nine months: Mehraboon Irani,1
French company Arkema picks up 25% stake in Jayant Agro's arm,1
Future Retail raises Rs 500 cr via private placement of NCDs,1
Gas stocks jump on report RasGas may modify SPA with Petronet,1
"GCPL extends winning streak, up 14% in 5 sessions; more upside?",1
Geojit BNP Paribas Q1 profit almost doubles to Rs 16.48 crore,1
GlaxoSmithKline 2010 net profit up 10.37 pc to Rs 560.57 cr,1
"Government bond market doesnt need fixing, says Raghuram Rajan, governor, RBI",0
Greek crisis: Tech analysts predict a rebound; Nifty could bounce 3-4%,1
"Green shoots of economic recovery visible; Nifty seen at 8,000 levels",1
"GSPC raises Rs 3,000cr through bond markets to meet capex need",1
"Have a buy rating on HCL Tech: Pankaj Pandey, ICICI Direct",1
Havells Q2 Net up 1 per cent to Rs 113 crore,1
HCC rallies 5% on completion of first tunnel for Kishanganga project,1
Hewlett-Packard Co: Shares up after report it will split in two,1
"Hexaware's Q2 revenue rises 5.6%, helped by growth in Europe, US",1
Hike in LPG and diesel to reduce subsidy bill: UR Bhat,1
"Hind Copper eyes better margin, Rs 273-cr net profit in FY'14",1
"Hotel industry on path of revival; EIH, Indian Hotels top bets",1
Housing Development and Infrastructure Ltd stocks rise above 5 per cent,1
Housing finance companies gain as much as 9.3% on RBI move,1
HPCL Q3 net profit up nearly 7-fold at Rs 211.03 cr,1
ICICI Bank gains over 1% after board approves 1:5 stock split,1
IDBI Bank raises $300mn via overseas bond sale at 5.06% coupon,1
IDFC sees potential of 30-40% upside in 6-9 months: Devang Mehta,1
IFC raises Rs 300 crore more from global rupee bond sale,1
IFCI Q1 net rises 7.5 per cent to Rs 102 crore,1
Iffco plans to export fertilizers due to drop in domestic demand,1
IGL surges on reports SC declines PNGRB permit to hold enquiry,1
IHCL: More room to grow as occupancy shows signs of improvement,1
IMFA's Q4 net up over 28 pc at Rs 24.48 cr,1
Indiabulls Housing Finance Q4 net up 21% at Rs 367.59 crore,1
"Indo Count top bet in textile sector: Vinay Khattar, Edelweiss Financial",1
"Indonesia's richest get $9 billion hit on commodity, currency doldrums: Forbes",0
"Infosys consolidated Q2 net profit at Rs 3,398 crore, above estimates",1
Infotech Enterprises PAT rises 12% to Rs 69.4 crore in October-December,1
Infotech Enterprises: Investors should use the correction to buy the stock,1
Infra stocks a good buy from a long-term perspective: Sudip Bandyopadhyay,1
Insurance companies rally up to 7% as government clears Insurance Bill,1
Intel could rise 30 per cent over next two years: Report,1
International Finance Corporation raises $100 million in maiden onshore Maharaja Bonds,1
Investors can use intraday dips to buy into markets: Mitesh Thacker,1
IVRCL rallies over 8% on assets sale plan to pare debt,1
"J&K Bank a good buy at current levels: Pankaj Pandey, ICICIdirect.com",1
"Jet Airways flies nearly 20% post Etihad deal, hits 52-week high",1
Jewellery major Rajesh Exports clocks 64.2% jump in PAT in FY12,1
JP Infratech is a very very unique project of the country',1
JSPL surges as Delhi HC stops auction of two coal blocks,1
JSW Steel Q4 net profit up 29.88% at Rs 793.63 crore,1
Jyothy Labs looks interesting over a two-three year timeframe: IDBI Capital,1
Kalindee Rail promoters plan to hike stake to avoid take over,1
Kansai Nerolac rallies over 8% as Q1 net profit jumps 19.77%,1
Karur Vysya Bank Q2 profit surges 57% to Rs 142 crore,1
Karur Vysya Bank Q3 net up marginally to Rs 113.88 Cr,1
Kesoram promoters infuse Rs 200 cr to raise stake to 49%,1
Kirloskar Oil Engines Q1 profit jumps 35% to Rs 52.89 crore,1
Kitex Garments surges nearly 60% in four sessions on robust results,1
KKR buys 9% in IPO-bound Avantha Power for Rs 217 cr,1
Kolkata IT expert Bikram Dasgupta appointed World Bank advisor to Bangladesh,0
Lanco Infratech rallies as lenders approve higher cost for 4 projects,1
"Large move is on way for RIL: CK Narayan, Sharyans Resources",1
LIC Housing Finance Q3 profit up 38% at Rs 326.59 crore,1
"Local investors should buy equities; infra, auto favourable spaces: Deven Choksey",1
"Look at PSU banks from 12-15 months perspective: Pankaj Pandey, ICICIdirect.com",1
